Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
17,100,Yes,5,53,Yes,1,Public,Positive,4,No,High School,Near,Male,70
15,92,Yes,7,51,Yes,1,Public,Positive,3,No,College,Near,Female,69
18,68,Yes,7,87,Yes,3,Public,Positive,4,No,High School,Near,Male,69
25,68,Yes,8,53,Yes,2,Public,Neutral,3,No,College,Moderate,Female,64
14,74,Yes,7,66,Yes,0,Private,Negative,3,No,Postgraduate,Near,Male,63
23,73,No,8,57,Yes,3,Public,Positive,2,No,College,Near,Male,67
10,98,No,7,98,No,0,Public,Neutral,3,No,College,Moderate,Female,66
17,92,Yes,8,66,Yes,2,Public,Positive,3,No,High School,Near,Female,69
18,89,No,5,53,Yes,5,Private,Neutral,4,No,College,Near,Male,69
30,67,No,7,97,Yes,2,Public,Neutral,3,Yes,,Near,Male,69
18,96,Yes,9,80,Yes,1,Public,Positive,3,No,College,Near,Male,72
7,93,Yes,9,52,Yes,1,Private,Negative,3,No,High School,Moderate,Female,65
8,67,Yes,7,92,Yes,0,Private,Positive,2,No,College,Near,Male,63
20,95,No,7,58,Yes,1,Public,Neutral,4,No,College,Near,Male,69
24,71,Yes,9,90,Yes,3,Private,Neutral,3,No,College,Near,Male,69
22,63,Yes,7,80,Yes,2,Private,Negative,2,No,College,Moderate,Female,64
21,86,Yes,9,59,Yes,2,Private,Positive,3,No,College,Near,Male,69
27,86,No,7,88,Yes,1,Private,Neutral,3,No,Postgraduate,Moderate,Male,72
17,64,No,7,73,Yes,1,Public,Neutral,4,No,College,Near,Male,62
25,73,Yes,5,82,No,1,Private,Positive,3,Yes,High School,Near,Male,66
10,100,No,5,93,Yes,2,Public,Neutral,1,No,High School,Far,Female,65
15,87,Yes,8,63,Yes,0,Public,Neutral,3,No,College,Near,Female,69
9,89,No,10,68,Yes,1,Public,Negative,3,No,High School,Near,Female,65
18,69,Yes,7,100,Yes,3,Public,Negative,2,No,High School,Near,Male,67
20,63,Yes,7,75,Yes,2,Public,Neutral,2,No,High School,Near,Female,63
21,71,No,9,78,Yes,2,Public,Neutral,4,No,High School,Near,Male,66
20,70,No,8,64,Yes,0,Private,Positive,3,No,High School,Far,Male,61
14,69,Yes,4,71,Yes,1,Public,Positive,4,No,High School,,Female,64
19,68,Yes,8,75,Yes,1,Private,Neutral,4,No,Postgraduate,Near,Male,64
11,83,Yes,5,63,Yes,2,Public,Neutral,3,No,College,Near,Male,65
28,73,No,7,62,Yes,3,Public,Neutral,3,No,Postgraduate,Moderate,Female,68
18,93,Yes,6,80,Yes,1,Private,Negative,3,No,High School,Near,Male,69
17,67,No,6,59,Yes,0,Public,Negative,3,No,High School,Near,Female,61
30,79,No,7,78,No,3,Private,Positive,2,No,Postgraduate,Moderate,Female,72
13,61,Yes,8,85,Yes,4,Private,Neutral,3,No,College,Moderate,Male,61
13,79,No,7,60,Yes,1,Private,Neutral,4,No,College,Moderate,Male,66
13,62,Yes,9,87,Yes,1,Public,Negative,1,No,College,Moderate,Male,60
20,99,No,9,68,Yes,1,Public,Positive,3,No,Postgraduate,Far,Male,69
23,92,No,9,100,Yes,1,Public,Neutral,2,Yes,College,Near,Male,72
24,80,Yes,7,99,Yes,2,Public,Negative,2,No,High School,Moderate,Female,69
35,63,Yes,6,90,Yes,0,Public,Positive,3,No,College,Near,Male,71
7,84,No,7,67,Yes,1,Private,Neutral,3,No,College,Near,Male,64
24,90,Yes,9,97,Yes,3,Public,Positive,4,No,High School,Near,Male,71
17,68,Yes,9,100,Yes,1,Public,Negative,3,No,High School,Moderate,Male,64
16,83,Yes,4,73,Yes,3,Public,Negative,3,No,College,Near,Female,67
16,93,Yes,7,81,Yes,2,Private,Negative,3,Yes,Postgraduate,Moderate,Male,67
15,91,Yes,4,50,Yes,1,Public,Neutral,3,No,High School,Moderate,Female,66
30,92,Yes,7,52,Yes,3,Private,Positive,4,No,College,Near,Male,73
25,95,Yes,6,75,Yes,1,Private,Positive,4,No,High School,Moderate,Male,73
20,98,No,6,80,Yes,0,Public,Positive,2,No,College,Moderate,Male,70
28,76,Yes,8,66,Yes,5,Public,Positive,4,No,College,Moderate,Male,70
11,83,Yes,6,55,Yes,0,Public,Positive,4,Yes,Postgraduate,Near,Female,62
12,92,Yes,7,89,Yes,1,Private,Neutral,2,No,Postgraduate,Moderate,Male,68
7,88,Yes,6,71,Yes,0,Public,Positive,3,No,High School,Moderate,Female,65
16,100,Yes,7,82,Yes,2,Public,Positive,2,No,High School,Near,Male,73
21,61,Yes,8,83,No,1,Private,Neutral,3,No,College,Near,Female,65
21,74,Yes,6,77,No,0,Public,Neutral,3,No,College,Near,Male,66
21,71,Yes,8,59,Yes,3,Public,Neutral,3,No,College,Moderate,Male,64
12,70,No,7,81,Yes,0,Public,Positive,3,No,High School,Near,Male,63
25,69,No,7,66,No,0,Public,Neutral,3,Yes,College,Near,Male,62
21,88,Yes,6,91,Yes,0,Private,Neutral,4,No,Postgraduate,Moderate,Female,70
24,63,No,8,60,Yes,3,Public,Neutral,3,No,High School,Near,Male,65
9,90,Yes,8,65,Yes,0,Private,Neutral,5,No,High School,Far,Male,64
22,88,No,7,72,Yes,4,Public,Negative,2,No,Postgraduate,Near,Male,70
13,70,No,7,87,Yes,1,Public,Neutral,5,No,High School,Near,Male,62
18,70,No,8,86,Yes,5,Public,Positive,2,No,High School,Near,Female,67
23,85,No,8,67,Yes,1,Private,Neutral,3,No,Postgraduate,Far,Female,66
21,90,Yes,7,76,Yes,2,Public,Positive,3,No,College,Moderate,Female,74
15,95,Yes,9,62,Yes,2,Public,Positive,3,No,High School,Far,Male,69
20,94,Yes,8,89,Yes,0,Public,Positive,4,Yes,High School,Moderate,Female,70
11,99,No,10,60,Yes,1,Public,Positive,1,No,College,Near,Female,68
27,83,No,5,91,Yes,3,Public,Neutral,2,No,Postgraduate,Near,Male,70
19,96,Yes,8,97,Yes,3,Public,Negative,2,No,High School,Near,Male,71
27,92,Yes,9,100,Yes,2,Public,Positive,0,No,Postgraduate,Moderate,Female,73
17,96,No,9,93,Yes,3,Private,Neutral,2,No,High School,Far,Male,69
17,60,Yes,7,61,Yes,1,Public,Positive,4,No,Postgraduate,Near,Female,61
15,99,Yes,5,71,Yes,0,Public,Neutral,2,No,College,Moderate,Male,68
25,79,Yes,9,54,Yes,1,Private,Positive,2,No,Postgraduate,Far,Male,66
16,92,Yes,6,58,Yes,0,Private,Positive,4,No,High School,Near,Female,67
24,65,Yes,7,52,Yes,1,Public,Neutral,1,No,Postgraduate,Moderate,Female,64
18,76,Yes,10,82,Yes,1,Private,Negative,4,No,College,Near,Male,67
8,71,Yes,5,77,No,0,Public,Neutral,4,No,High School,Moderate,Female,61
17,72,No,8,96,Yes,2,Public,Neutral,3,No,High School,Near,Male,65
13,65,Yes,6,73,Yes,0,Private,Positive,3,No,Postgraduate,Near,Female,62
20,92,No,6,82,Yes,0,Public,Neutral,5,No,High School,Near,Female,69
13,60,No,7,70,Yes,1,Public,Negative,3,No,College,Far,Female,61
26,73,No,8,91,Yes,4,Public,Neutral,5,No,High School,Moderate,Male,69
19,67,No,8,96,No,1,Public,Positive,3,No,College,Near,Male,64
19,84,No,9,72,Yes,1,Public,Positive,3,No,High School,Far,Female,65
24,70,No,6,54,Yes,1,Public,Neutral,1,No,High School,Moderate,Female,64
26,70,Yes,5,58,Yes,1,Private,Positive,3,No,Postgraduate,Moderate,Male,68
20,80,Yes,6,86,Yes,1,Private,Positive,3,No,High School,Near,Female,67
15,86,Yes,8,66,Yes,0,Private,Positive,5,No,College,Near,Male,68
9,65,Yes,7,89,Yes,2,Public,Positive,4,No,High School,Moderate,Male,61
16,67,Yes,4,87,Yes,5,Public,Positive,4,No,College,Near,Male,69
16,70,Yes,4,85,Yes,0,Private,Neutral,3,No,High School,Near,Male,64
21,99,Yes,7,91,No,3,Public,Positive,4,No,College,Near,Male,74
18,76,No,8,88,Yes,1,Public,Neutral,4,No,College,Near,Female,66
24,84,No,6,82,Yes,1,Public,Negative,2,No,High School,Near,Male,68
16,70,Yes,8,50,Yes,3,Private,Neutral,3,No,Postgraduate,Far,Male,65
20,80,Yes,5,76,No,0,Private,Negative,3,No,College,Near,Female,66
27,63,No,7,80,No,2,Public,Positive,2,No,High School,Near,Female,66
22,61,No,7,98,Yes,3,Private,Neutral,2,No,College,Near,Female,65
20,79,No,8,83,Yes,3,Private,Neutral,4,No,College,Moderate,Male,67
16,76,Yes,5,79,Yes,0,Public,Positive,4,No,Postgraduate,Moderate,Female,65
16,65,No,5,77,Yes,1,Public,Positive,3,No,High School,Moderate,Male,63
15,88,No,8,55,Yes,1,Private,Neutral,2,No,High School,Near,Male,67
17,100,Yes,5,71,Yes,2,Public,Neutral,4,No,High School,Near,Male,70
25,76,Yes,6,57,No,0,Public,Positive,3,No,Postgraduate,Moderate,Male,68
19,85,Yes,9,53,Yes,1,Public,Neutral,3,No,College,Far,Male,66
12,99,Yes,7,66,Yes,3,Private,Negative,1,No,Postgraduate,Moderate,Female,67
31,93,No,8,82,Yes,2,Private,Neutral,1,No,High School,Near,Male,72
22,79,Yes,8,93,Yes,0,Private,Negative,2,Yes,High School,Near,Female,68
12,89,No,8,91,No,1,Public,Neutral,2,No,High School,Near,Male,66
17,65,No,7,65,Yes,0,Private,Neutral,4,No,High School,Moderate,Male,62
21,80,Yes,6,52,Yes,1,Public,Negative,4,No,High School,Near,Male,65
30,71,No,10,70,Yes,3,Public,Neutral,4,Yes,High School,Near,Female,67
13,66,Yes,7,66,Yes,3,Public,Negative,2,No,College,Near,Female,62
26,77,Yes,7,69,Yes,1,Public,Neutral,3,Yes,High School,Near,Female,66
28,65,No,8,78,No,1,Private,Positive,3,No,College,Near,Female,67
16,88,Yes,6,52,Yes,2,Public,Positive,3,No,High School,Near,Female,68
18,78,Yes,6,69,Yes,1,Public,Negative,4,No,Postgraduate,Moderate,Female,66
14,81,No,9,78,Yes,0,Private,Positive,4,No,College,Near,Female,68
19,66,No,6,72,Yes,2,Public,Negative,5,No,High School,Near,Male,62
20,66,No,8,83,Yes,1,Public,Neutral,2,Yes,College,Near,Male,64
24,83,No,8,59,Yes,1,Public,Positive,3,No,High School,Near,Male,68
27,99,Yes,7,58,Yes,2,Private,Positive,2,No,Postgraduate,Moderate,Male,71
16,64,No,7,65,Yes,2,Public,Neutral,4,No,High School,Near,Male,63
8,71,No,8,55,Yes,1,Public,Positive,2,No,College,Moderate,Male,62
20,95,Yes,7,62,Yes,1,Private,Positive,3,No,College,Near,Male,69
22,63,Yes,4,54,Yes,0,Private,Positive,3,No,High School,Moderate,Male,62
21,95,Yes,9,70,Yes,3,Public,Positive,3,No,High School,Near,Female,71
18,81,Yes,6,86,Yes,3,Public,Positive,4,No,College,Near,Male,69
21,76,Yes,7,64,Yes,1,Private,Positive,2,No,High School,Moderate,Male,66
29,72,No,5,50,Yes,0,Public,Neutral,4,No,High School,Near,Female,64
22,72,No,6,78,No,1,Public,Neutral,3,No,Postgraduate,Near,Male,65
18,72,No,6,85,Yes,1,Private,Positive,1,No,High School,Moderate,Male,68
17,95,No,7,70,Yes,1,Public,Neutral,3,No,High School,Near,Male,69
19,89,Yes,6,65,Yes,2,Public,Neutral,3,Yes,Postgraduate,Near,Male,68
30,87,Yes,10,75,Yes,3,Public,Neutral,4,No,College,Near,Male,71
19,92,No,7,55,Yes,1,Public,Neutral,5,No,High School,Far,Male,66
20,70,No,8,82,Yes,2,Private,Positive,3,No,High School,Moderate,Male,65
17,85,Yes,7,87,Yes,1,Private,Neutral,1,No,,Near,Female,68
27,78,No,8,85,Yes,0,Public,Positive,3,No,College,Near,Male,72
32,91,Yes,4,66,Yes,3,Public,Neutral,2,No,Postgraduate,Near,Female,75
23,72,Yes,6,92,Yes,2,Public,Negative,3,No,College,Near,Male,67
20,86,No,6,97,Yes,1,Private,Neutral,2,No,High School,Moderate,Male,67
20,95,No,6,65,Yes,2,Public,Neutral,3,No,College,Near,Female,70
6,76,Yes,8,63,Yes,5,Public,Neutral,3,No,College,Near,Male,64
24,63,Yes,8,85,Yes,1,Private,Positive,3,No,High School,Far,Female,65
21,81,Yes,7,85,Yes,1,Public,Negative,3,No,Postgraduate,Moderate,Male,68
23,74,No,7,76,Yes,1,Public,Neutral,2,No,College,Moderate,Female,67
16,87,Yes,10,96,No,1,Public,Positive,1,No,College,Moderate,Male,66
18,98,No,7,57,Yes,0,Private,Neutral,1,No,Postgraduate,Moderate,Male,69
18,79,No,4,74,Yes,2,Public,Negative,1,No,High School,Near,Female,64
26,79,Yes,8,52,Yes,1,Public,Negative,3,Yes,Postgraduate,Near,Female,68
18,86,No,8,53,Yes,5,Private,Negative,3,No,High School,Near,Male,68
32,64,Yes,9,53,No,1,Private,Positive,3,No,College,Near,Female,65
23,70,Yes,8,75,Yes,0,Public,Positive,2,No,High School,Moderate,Male,65
12,97,Yes,6,79,No,1,Public,Negative,2,No,High School,Near,Male,65
19,87,No,8,50,Yes,0,Public,Neutral,2,No,High School,Near,Female,67
16,61,Yes,7,82,Yes,2,Public,Negative,3,No,High School,Near,Female,63
7,68,No,9,74,Yes,1,Public,Positive,3,No,High School,Near,Female,62
30,87,Yes,9,61,Yes,2,Private,Neutral,4,No,High School,Moderate,Male,73
24,91,Yes,7,51,Yes,2,Public,Neutral,3,No,High School,Moderate,Male,72
23,94,No,8,58,Yes,5,Public,Neutral,6,No,High School,Near,Female,71
21,72,No,9,80,Yes,3,Public,Neutral,4,No,High School,Near,Male,67
12,97,Yes,7,83,Yes,0,Public,Neutral,2,No,College,Moderate,Male,66
17,82,Yes,10,82,Yes,1,Private,Positive,2,No,High School,Moderate,Male,68
25,88,Yes,9,58,Yes,0,Public,Negative,4,No,Postgraduate,Near,Male,70
14,84,Yes,6,96,No,2,Private,Neutral,2,No,Postgraduate,Far,Male,66
5,65,No,7,71,Yes,0,Private,Negative,2,No,College,Far,Male,56
19,99,Yes,8,88,No,1,Public,Positive,3,No,High School,Far,Female,71
19,65,No,10,58,Yes,2,Private,Positive,3,No,Postgraduate,Moderate,Female,64
21,70,No,8,74,Yes,2,Public,Positive,3,No,Postgraduate,Far,Male,65
24,93,Yes,7,76,Yes,2,Public,Neutral,1,Yes,High School,Near,Male,70
24,85,Yes,9,89,Yes,1,Public,Positive,2,No,Postgraduate,Moderate,Male,70
22,94,Yes,7,81,Yes,2,Public,Neutral,4,No,High School,Far,Male,71
27,81,Yes,6,70,Yes,0,Public,Positive,5,No,High School,Far,Female,70
11,75,No,8,64,Yes,3,Public,Neutral,3,Yes,College,Moderate,Female,62
23,97,Yes,6,99,Yes,1,Private,Positive,3,No,High School,Near,Female,72
24,61,No,10,64,Yes,0,Private,Positive,3,No,High School,Near,Female,62
13,94,Yes,7,56,Yes,2,Public,Neutral,4,No,College,Near,Male,67
11,69,Yes,8,65,Yes,0,Public,Negative,2,No,College,Moderate,Male,58
16,94,Yes,6,66,Yes,3,Public,Negative,4,No,College,Near,Female,69
16,66,No,9,56,Yes,0,Private,Positive,4,Yes,College,Near,Female,60
25,83,Yes,7,85,Yes,2,Public,Negative,4,No,College,Near,Male,72
16,96,No,7,81,Yes,0,Public,Negative,3,No,High School,Moderate,Male,66
15,79,Yes,7,66,Yes,2,Public,Positive,3,No,College,Far,Female,66
16,90,Yes,5,100,Yes,1,Private,Negative,4,No,High School,Moderate,Male,69
27,92,Yes,7,83,Yes,2,Public,Positive,4,Yes,College,Moderate,Female,70
20,89,Yes,8,85,Yes,2,Public,Positive,1,No,Postgraduate,Near,Female,70
19,97,No,5,78,Yes,0,Private,Negative,3,No,College,Moderate,Male,70
19,78,Yes,9,78,Yes,2,Public,Negative,2,No,College,Near,Female,67
28,67,Yes,7,51,Yes,2,Public,Neutral,3,No,High School,Near,Female,67
16,62,No,7,89,Yes,0,Public,Neutral,3,No,High School,Far,Female,59
28,70,Yes,4,96,Yes,1,Private,Positive,2,No,,Moderate,Male,67
21,66,Yes,7,56,Yes,1,Private,Neutral,4,No,Postgraduate,Moderate,Male,65
19,82,No,5,90,Yes,1,Public,Negative,3,No,College,Near,Male,68
35,67,Yes,6,77,Yes,1,Public,Positive,3,No,College,Near,Male,71
14,62,No,5,64,Yes,2,Public,Neutral,3,No,College,Near,Male,61
18,61,Yes,6,96,Yes,0,Public,Negative,3,No,High School,Near,Male,63
13,93,Yes,7,51,Yes,1,Private,Neutral,3,No,High School,Near,Female,67
26,84,No,7,64,No,1,Public,Neutral,4,No,College,Near,Male,69
30,74,No,8,94,Yes,0,Public,Positive,3,No,High School,Near,Male,70
30,96,Yes,4,74,No,0,Public,Negative,3,No,High School,Moderate,Male,69
27,63,Yes,7,80,Yes,1,Public,Neutral,4,No,High School,Far,Female,66
19,99,Yes,7,87,Yes,1,Public,Positive,4,No,High School,Moderate,Female,70
18,85,Yes,6,57,Yes,2,Public,Neutral,2,No,Postgraduate,Moderate,Male,67
10,67,No,6,61,Yes,0,Private,Neutral,2,No,High School,Near,Female,61
32,87,Yes,9,100,Yes,2,Private,Neutral,2,No,Postgraduate,Moderate,Male,74
23,91,Yes,10,62,Yes,1,Private,Negative,3,No,College,Near,Male,70
17,77,Yes,4,77,Yes,0,Private,Positive,4,No,High School,Near,Female,66
28,94,Yes,6,65,Yes,1,Public,Positive,1,No,High School,Near,Female,73
14,66,Yes,5,93,Yes,1,Private,Negative,2,No,High School,Near,Male,62
22,71,Yes,7,98,Yes,2,Public,Neutral,2,No,High School,Moderate,Female,65
19,64,No,9,57,Yes,0,Private,Neutral,3,No,High School,Near,Female,62
24,68,Yes,8,80,No,1,Public,Positive,4,No,Postgraduate,Moderate,Male,64
20,70,Yes,7,91,Yes,1,Public,Negative,2,No,High School,Far,Male,63
11,97,No,7,91,Yes,1,Public,Positive,4,No,High School,Near,Male,69
20,63,No,7,72,Yes,3,Public,Negative,5,Yes,Postgraduate,Near,Male,63
26,77,Yes,8,61,Yes,1,Public,Neutral,4,No,College,Moderate,Male,67
20,81,No,8,69,Yes,1,Private,Neutral,2,No,High School,Near,Female,65
25,96,No,8,88,Yes,0,Private,Neutral,1,No,High School,Near,Male,71
14,100,Yes,4,100,Yes,3,Public,Neutral,3,No,Postgraduate,Moderate,Female,71
20,90,No,7,78,Yes,0,Public,Positive,4,Yes,Postgraduate,Far,Male,69
16,99,Yes,7,60,Yes,2,Private,Neutral,3,No,Postgraduate,Moderate,Male,71
24,91,Yes,8,52,Yes,1,Public,Neutral,5,No,High School,Near,Male,68
20,99,Yes,7,97,Yes,2,Public,Neutral,0,No,High School,Near,Male,70
24,88,Yes,8,74,Yes,0,Private,Neutral,3,No,Postgraduate,Near,Male,71
27,63,Yes,6,86,Yes,1,Public,Positive,4,No,Postgraduate,Near,Female,68
24,76,No,8,83,Yes,1,Private,Positive,4,No,High School,Near,Female,69
22,86,Yes,9,95,Yes,4,Private,Positive,2,No,College,Near,Male,71
14,74,No,5,63,No,2,Private,Positive,3,No,College,Far,Female,63
20,71,No,5,72,Yes,4,Public,Positive,4,No,Postgraduate,Moderate,Male,66
17,83,No,8,96,Yes,1,Public,Positive,3,No,College,Moderate,Male,67
18,97,Yes,7,79,Yes,3,Private,Positive,3,No,High School,Far,Male,71
18,61,No,9,54,Yes,0,Public,Neutral,2,No,College,Near,Female,59
14,91,Yes,7,60,Yes,0,Public,Neutral,2,No,High School,Near,Male,67
8,89,No,8,62,Yes,2,Public,Positive,4,Yes,High School,Moderate,Male,66
16,99,Yes,6,100,Yes,1,Public,Positive,3,No,High School,Far,Female,72
21,97,No,8,61,Yes,0,Public,Neutral,3,Yes,Postgraduate,Near,Female,70
12,90,Yes,8,93,Yes,3,Public,Neutral,3,No,High School,Near,Female,68
20,81,No,6,54,Yes,0,Public,Positive,2,No,College,Moderate,Female,63
31,68,No,9,59,Yes,3,Public,Neutral,2,No,Postgraduate,Near,Female,69
26,82,No,4,94,Yes,0,Private,Positive,3,No,High School,Near,Male,67
30,91,Yes,7,95,Yes,1,Public,Positive,3,No,College,Near,Female,75
22,96,Yes,5,59,Yes,0,Private,Positive,2,No,High School,Far,Female,67
27,92,Yes,5,61,Yes,0,Private,Positive,3,No,Postgraduate,Near,Male,74
16,68,Yes,8,77,Yes,1,Public,Positive,4,No,Postgraduate,Moderate,Male,66
16,84,Yes,5,53,No,2,Public,Neutral,1,No,High School,Near,Male,65
4,73,Yes,5,97,Yes,1,Public,Negative,1,No,High School,Near,Male,60
27,60,No,8,68,Yes,1,Private,Negative,4,Yes,High School,Far,Female,63
29,68,Yes,5,74,Yes,3,Public,Neutral,2,Yes,Postgraduate,Near,Male,69
17,65,No,9,55,Yes,1,Public,Positive,2,No,High School,Near,Male,64
18,94,Yes,8,52,Yes,1,Private,Positive,4,No,College,Near,Female,68
15,70,No,6,73,Yes,2,Public,Positive,4,No,,Moderate,Male,63
22,71,Yes,8,56,Yes,0,Public,Neutral,2,No,Postgraduate,Near,Male,65
27,98,No,4,82,Yes,0,Public,Positive,3,No,High School,Near,Female,74
10,75,Yes,8,90,Yes,2,Public,Positive,2,No,Postgraduate,Moderate,Male,65
22,60,Yes,5,52,Yes,0,Public,Negative,2,No,High School,Near,Female,61
18,71,Yes,6,81,Yes,1,Public,Positive,3,No,High School,Near,Male,66
21,65,Yes,6,91,Yes,1,Public,Positive,3,No,High School,Moderate,Male,67
23,64,Yes,9,72,Yes,0,Public,Positive,3,No,College,Near,Male,66
19,63,No,6,98,Yes,4,Private,Positive,2,No,Postgraduate,Near,Male,69
19,84,Yes,7,56,Yes,2,Public,Neutral,3,No,High School,Moderate,Female,65
19,68,No,6,66,Yes,2,Public,Neutral,3,No,High School,Far,Female,65
26,74,No,6,62,Yes,0,Private,Neutral,3,No,High School,Near,Female,66
23,94,No,5,100,Yes,2,Public,Neutral,2,No,Postgraduate,Near,Male,73
21,77,Yes,7,65,Yes,2,Public,Negative,2,No,High School,Moderate,Female,64
12,97,Yes,7,69,Yes,0,Public,Positive,5,No,High School,Near,Female,67
18,80,Yes,8,92,Yes,0,Private,Positive,1,No,College,Near,Male,67
25,76,Yes,7,96,Yes,3,Public,Positive,4,Yes,High School,Near,Female,68
20,90,Yes,7,97,Yes,2,Public,Positive,3,No,College,Moderate,Male,71
24,63,Yes,8,78,Yes,0,Private,Negative,3,No,High School,Near,Male,64
31,64,Yes,6,83,Yes,1,Public,Positive,2,No,High School,Moderate,Female,67
26,86,No,5,67,Yes,2,Private,Positive,1,No,High School,Moderate,Female,68
21,79,Yes,8,80,Yes,1,Private,Negative,3,No,College,Near,Male,67
17,92,Yes,6,65,Yes,3,Public,Positive,2,No,College,Near,Male,70
5,97,Yes,7,87,Yes,2,Private,Neutral,3,Yes,High School,Far,Female,64
19,76,Yes,6,65,Yes,0,Public,Neutral,4,Yes,High School,Near,Female,63
18,84,No,6,94,Yes,3,Public,Neutral,4,No,High School,Near,Male,71
22,80,No,4,57,Yes,1,Public,Neutral,3,No,Postgraduate,Moderate,Male,64
19,99,No,8,79,Yes,3,Private,Positive,4,No,High School,Near,Male,70
18,93,No,4,76,Yes,3,Public,Negative,3,No,College,Near,Female,70
9,96,Yes,9,63,Yes,1,Private,Neutral,1,No,High School,Near,Male,67
14,70,Yes,9,51,Yes,1,Public,Negative,4,No,College,Near,Male,62
23,91,No,6,57,Yes,2,Private,Positive,2,No,High School,Near,Male,69
30,71,No,9,98,Yes,2,Public,Positive,1,No,High School,Moderate,Female,69
19,68,No,10,97,No,0,Public,Positive,3,No,College,Far,Female,62
22,98,No,7,56,Yes,1,Private,Neutral,1,No,College,Near,Female,70
26,61,Yes,8,69,Yes,2,Public,Positive,3,No,High School,Near,Male,66
15,99,No,7,73,Yes,1,Public,Positive,3,No,High School,Near,Male,69
22,66,Yes,9,74,Yes,3,Public,Negative,3,No,Postgraduate,Near,Female,65
16,93,Yes,5,65,Yes,0,Public,Negative,3,No,High School,Near,Female,66
25,71,Yes,7,96,Yes,2,Public,Positive,3,No,High School,Near,Female,69
21,74,Yes,8,95,Yes,1,Private,Positive,5,Yes,High School,Far,Female,66
22,69,Yes,8,51,Yes,1,Public,Positive,3,No,High School,Near,Female,65
15,83,Yes,7,83,Yes,1,Public,Neutral,2,No,Postgraduate,Near,Female,66
24,74,Yes,9,54,Yes,1,Public,Neutral,3,No,,Near,Female,63
33,86,Yes,7,80,Yes,0,Public,Neutral,3,No,Postgraduate,Near,Female,72
14,61,Yes,7,93,Yes,3,Public,Negative,2,No,High School,Moderate,Male,62
18,63,No,8,82,Yes,1,Private,Negative,1,No,High School,Near,Male,64
21,64,No,7,73,Yes,2,Public,Negative,2,Yes,College,Far,Female,61
25,77,Yes,7,98,Yes,0,Public,Positive,2,No,High School,Near,Male,70
17,93,No,6,87,Yes,1,Private,Negative,2,No,High School,Moderate,Female,67
3,96,Yes,10,62,Yes,3,Private,Neutral,4,No,High School,Far,Male,66
28,70,Yes,6,69,Yes,2,Public,Positive,4,Yes,High School,Near,Male,66
25,83,Yes,8,88,Yes,1,Public,Neutral,3,Yes,College,Near,Male,68
10,91,Yes,10,51,Yes,0,Public,Positive,3,No,Postgraduate,Moderate,Male,67
16,72,No,5,53,Yes,1,Public,Positive,3,No,College,Near,Male,65
29,76,Yes,8,93,No,0,Public,Positive,4,No,College,Moderate,Male,70
29,81,Yes,7,52,No,1,Public,Neutral,4,No,College,Near,Female,69
26,65,Yes,10,84,Yes,1,Public,Positive,4,No,Postgraduate,Near,Male,68
19,61,No,6,66,Yes,0,Public,Neutral,1,No,High School,Near,Male,61
20,66,Yes,6,91,Yes,0,Public,Negative,5,No,High School,Far,Male,65
19,85,No,7,92,Yes,3,Public,Neutral,2,No,College,Near,Female,71
27,63,No,6,98,Yes,0,Private,Negative,3,No,High School,Near,Female,66
